Course,Planned number of Students,Senior Hours,Assistant Hours,Course code,Study period,Academic year,Instance_id,Examiner
I-4111,40,280,420,1004,4.0,2014-2015,I-4111,19600814-0002
I-4112,20,280,360,1057,2.0,2015-2016,I-4112,19570826-0012
I-4113,20,260,300,1024,4.0,2015-2016,I-4113,19610620-0006
I-4114,50,280,240,1146,1.0,2015-2016,I-4114,19690408-0009
I-4115,40,260,300,1132,4.0,2015-2016,I-4115,19620424-0026
I-4116,20,280,420,1121,1.0,2015-2016,I-4116,19570615-0011
I-4117,20,280,280,1007,1.0,2015-2016,I-4117,19650303-0019
I-4118,40,260,200,1282,3.0,2015-2016,I-4118,19690917-0022
I-4119,50,280,360,1171,4.0,2015-2016,I-4119,19690513-0015
I-4120,40,280,200,1159,4.0,2015-2016,I-4120,19570828-0008
I-4121,40,260,300,1099,2.0,2015-2016,I-4121,19601021-0018
I-4122,60,260,280,1098,2.0,2015-2016,I-4122,19610918-0027
I-4123,20,260,280,1084,1.0,2015-2016,I-4123,19561222-0030
I-4124,50,280,200,1232,2.0,2016-2017,I-4124,19600529-0021
I-4125,40,280,300,1233,4.0,2016-2017,I-4125,19690513-0015
I-4126,60,240,200,1037,4.0,2016-2017,I-4126,19600814-0002
I-4127,40,240,200,1227,4.0,2016-2017,I-4127,19620522-0023
I-4128,50,260,240,1145,4.0,2016-2017,I-4128,19600905-0003
I-4129,60,260,360,1127,1.0,2016-2017,I-4129,19611219-0014
I-4130,40,240,300,1110,3.0,2016-2017,I-4130,19690513-0015
I-4131,20,280,300,1058,3.0,2016-2017,I-4131,19620522-0023
I-4132,20,240,300,1031,4.0,2016-2017,I-4132,19570828-0008
I-4133,20,240,240,1280,1.0,2017-2018,I-4133,19580218-0007
I-4134,20,260,360,1298,4.0,2017-2018,I-4134,19570828-0008
I-4135,50,240,420,1219,4.0,2017-2018,I-4135,19610623-0005
I-4136,60,280,420,1175,2.0,2017-2018,I-4136,19561222-0030
I-4137,20,240,300,1180,1.0,2017-2018,I-4137,19560705-0025
I-4138,50,240,200,1164,2.0,2017-2018,I-4138,19640414-0013
I-4139,50,280,420,1165,2.0,2017-2018,I-4139,19630126-0001
I-4140,60,280,240,1146,1.0,2017-2018,I-4140,19560705-0025
I-4141,60,240,200,1112,4.0,2017-2018,I-4141,19600814-0002
I-4142,60,280,200,1038,4.0,2017-2018,I-4142,19640220-0029
I-4143,20,240,300,1004,3.0,2018-2019,I-4143,19561222-0030
I-4144,20,240,300,1236,1.0,2018-2019,I-4144,19690513-0015
I-4145,60,280,420,1170,2.0,2018-2019,I-4145,19570826-0012
I-4146,40,260,300,1121,3.0,2018-2019,I-4146,19690408-0009
I-4147,50,280,200,1268,4.0,2018-2019,I-4147,19600529-0021
I-4148,20,280,200,1259,1.0,2018-2019,I-4148,19560812-0016
I-4149,50,240,200,1186,4.0,2018-2019,I-4149,19660630-0020
I-4150,40,260,240,1163,4.0,2018-2019,I-4150,19610918-0027
I-4151,60,260,300,1028,1.0,2018-2019,I-4151,19690513-0015
I-4152,60,260,200,1019,2.0,2018-2019,I-4152,19610918-0027
I-4153,50,240,200,1010,4.0,2019-2020,I-4153,19660630-0020
I-4154,20,260,420,1233,4.0,2019-2020,I-4154,19560612-0010
I-4155,50,260,280,1149,3.0,2019-2020,I-4155,19620831-0024
I-4156,20,280,360,1017,3.0,2019-2020,I-4156,19600814-0002
I-4157,20,260,280,1250,3.0,2019-2020,I-4157,19610623-0005
I-4158,40,240,240,1186,2.0,2019-2020,I-4158,19610620-0006
I-4159,50,280,200,1113,2.0,2019-2020,I-4159,19570615-0011
I-4160,40,280,280,1111,2.0,2019-2020,I-4160,19630126-0001
I-4161,40,260,200,1083,4.0,2019-2020,I-4161,19600529-0021
I-4162,50,280,280,1065,3.0,2019-2020,I-4162,19580515-0017
I-4163,60,280,360,1273,4.0,2020-2021,I-4163,19660630-0020
I-4164,50,240,300,1211,3.0,2020-2021,I-4164,19601021-0018
I-4165,60,280,420,1256,1.0,2020-2021,I-4165,19610623-0005
I-4166,60,260,240,1155,3.0,2020-2021,I-4166,19690917-0022
I-4167,40,260,420,1139,1.0,2020-2021,I-4167,19600529-0021
I-4168,40,260,300,1224,2.0,2020-2021,I-4168,19561222-0030
I-4169,20,240,420,1220,4.0,2020-2021,I-4169,19570615-0011
I-4170,50,260,420,1203,1.0,2020-2021,I-4170,19610623-0005
I-4171,50,240,420,1079,3.0,2020-2021,I-4171,19650303-0019
I-4172,20,280,280,1159,4.0,2021-2022,I-4172,19640414-0013
I-4173,20,240,240,1110,1.0,2021-2022,I-4173,19660630-0020
I-4174,50,280,280,1120,2.0,2021-2022,I-4174,19690917-0022
I-4175,50,240,300,1057,3.0,2021-2022,I-4175,19590129-0004
I-4176,50,280,300,1006,1.0,2021-2022,I-4176,19560812-0016
I-4177,50,240,240,1299,3.0,2021-2022,I-4177,19610623-0005
I-4178,60,240,360,1161,3.0,2021-2022,I-4178,19620831-0024
I-4179,50,280,360,1035,1.0,2021-2022,I-4179,19620424-0026
I-4180,40,280,240,1032,3.0,2021-2022,I-4180,19630126-0001
I-4181,20,280,300,1238,2.0,2022-2023,I-4181,19610620-0006
I-4182,60,260,200,1204,3.0,2022-2023,I-4182,19601021-0018
I-4183,50,260,300,1228,1.0,2022-2023,I-4183,19601021-0018
I-4184,50,240,300,1074,1.0,2022-2023,I-4184,19690408-0009
I-4185,50,240,360,1165,4.0,2022-2023,I-4185,19600905-0003
I-4186,50,280,240,1060,4.0,2022-2023,I-4186,19611219-0014
I-4187,60,240,200,1047,4.0,2022-2023,I-4187,19590129-0004
I-4188,20,240,300,1030,4.0,2022-2023,I-4188,19601021-0018
I-4189,20,240,420,1059,4.0,2023-2024,I-4189,19560705-0025
I-4190,50,280,240,1031,3.0,2023-2024,I-4190,19610918-0027
I-4191,20,260,240,1249,3.0,2023-2024,I-4191,19601021-0018
I-4192,20,280,280,1198,4.0,2023-2024,I-4192,19610620-0006
I-4193,40,240,240,1049,1.0,2023-2024,I-4193,19570615-0011
I-4194,20,240,280,1279,3.0,2023-2024,I-4194,19680712-0028
I-4195,40,280,240,1244,4.0,2023-2024,I-4195,19640220-0029
I-4196,20,280,240,1211,3.0,2023-2024,I-4196,19600905-0003
I-4197,60,280,240,1153,3.0,2023-2024,I-4197,19640414-0013
I-4198,40,280,300,1112,3.0,2023-2024,I-4198,19570615-0011
I-4199,60,240,240,1241,4.0,2013-2014,I-4199,19600905-0003
I-4200,20,240,360,1094,1.0,2013-2014,I-4200,19600905-0003
I-4201,20,260,200,1229,2.0,2013-2014,I-4201,19560812-0016
I-4202,50,260,300,1167,4.0,2013-2014,I-4202,19601021-0018
I-4203,50,280,360,1220,3.0,2013-2014,I-4203,19560705-0025
I-4204,20,280,240,1058,4.0,2013-2014,I-4204,19601021-0018
I-4205,20,240,200,1054,3.0,2013-2014,I-4205,19620831-0024
I-4206,60,280,300,1017,1.0,2013-2014,I-4206,19690917-0022
I-4207,20,260,200,1013,2.0,2013-2014,I-4207,19561222-0030
I-4208,40,240,240,1153,1.0,2014-2015,I-4208,19690408-0009
I-4209,50,280,280,1129,2.0,2014-2015,I-4209,19600814-0002
I-4210,40,280,360,1294,4.0,2014-2015,I-4210,19650303-0019
I-4211,50,280,280,1140,4.0,2014-2015,I-4211,19580218-0007
I-4212,40,260,240,1087,2.0,2014-2015,I-4212,19580218-0007
I-4213,40,280,200,1255,4.0,2014-2015,I-4213,19640220-0029
I-4214,60,240,200,1250,1.0,2014-2015,I-4214,19560612-0010
I-4215,60,260,360,1168,2.0,2014-2015,I-4215,19560812-0016
I-4216,20,240,200,1078,1.0,2014-2015,I-4216,19601021-0018
I-4217,50,280,200,1019,1.0,2015-2016,I-4217,19610620-0006
I-4218,40,240,240,1179,4.0,2015-2016,I-4218,19600814-0002
I-4219,20,280,360,1093,4.0,2015-2016,I-4219,19610623-0005
I-4220,20,260,300,1085,3.0,2015-2016,I-4220,19610620-0006
I-4221,60,280,280,1022,1.0,2015-2016,I-4221,19610623-0005
I-4222,40,240,280,1236,2.0,2015-2016,I-4222,19611219-0014
I-4223,60,240,360,1200,4.0,2015-2016,I-4223,19560705-0025
I-4224,40,260,280,1142,3.0,2015-2016,I-4224,19680712-0028
I-4225,50,260,300,1056,2.0,2015-2016,I-4225,19580218-0007
I-4226,60,240,300,1020,4.0,2015-2016,I-4226,19660630-0020
I-4227,50,280,420,1251,3.0,2016-2017,I-4227,19610623-0005
I-4228,40,240,300,1004,4.0,2016-2017,I-4228,19620424-0026
I-4229,20,280,240,1271,4.0,2016-2017,I-4229,19600529-0021
I-4230,50,260,420,1210,3.0,2016-2017,I-4230,19660630-0020
I-4231,50,280,420,1173,4.0,2016-2017,I-4231,19610620-0006
I-4232,20,260,280,1166,1.0,2016-2017,I-4232,19600814-0002
I-4233,20,280,240,1215,4.0,2016-2017,I-4233,19620522-0023
I-4234,20,280,280,1207,2.0,2016-2017,I-4234,19630126-0001
I-4235,20,280,200,1117,3.0,2016-2017,I-4235,19560705-0025
I-4236,50,260,240,1051,1.0,2016-2017,I-4236,19640414-0013
I-4237,60,240,300,1248,2.0,2017-2018,I-4237,19620424-0026
I-4238,50,280,280,1127,3.0,2017-2018,I-4238,19600814-0002
I-4239,40,260,300,1075,4.0,2017-2018,I-4239,19600814-0002
I-4240,60,280,300,1037,2.0,2017-2018,I-4240,19640220-0029
I-4241,50,240,280,1278,1.0,2017-2018,I-4241,19570828-0008
I-4242,50,280,420,1217,1.0,2017-2018,I-4242,19680712-0028
I-4243,20,260,280,1209,1.0,2017-2018,I-4243,19610918-0027
I-4244,60,240,200,1078,1.0,2017-2018,I-4244,19600905-0003
I-4245,20,260,420,1061,2.0,2017-2018,I-4245,19600905-0003
I-4246,60,280,240,1120,2.0,2018-2019,I-4246,19640220-0029
I-4247,40,240,200,1275,3.0,2018-2019,I-4247,19600814-0002
I-4248,20,280,240,1251,1.0,2018-2019,I-4248,19601021-0018
I-4249,60,240,200,1086,2.0,2018-2019,I-4249,19590129-0004
I-4250,20,280,280,1284,1.0,2018-2019,I-4250,19570615-0011
I-4251,50,280,360,1224,3.0,2018-2019,I-4251,19611219-0014
I-4252,50,260,420,1222,1.0,2018-2019,I-4252,19560812-0016
I-4253,50,260,200,1008,4.0,2018-2019,I-4253,19561222-0030
I-4254,60,260,420,1239,2.0,2019-2020,I-4254,19620424-0026
I-4255,20,280,240,1204,2.0,2019-2020,I-4255,19600529-0021
I-4256,50,260,200,1251,2.0,2019-2020,I-4256,19650303-0019
I-4257,50,260,240,1211,4.0,2019-2020,I-4257,19690513-0015
I-4258,20,240,240,1294,1.0,2019-2020,I-4258,19560705-0025
I-4259,50,280,420,1199,3.0,2019-2020,I-4259,19580218-0007
I-4260,50,280,360,1104,4.0,2019-2020,I-4260,19600529-0021
I-4261,50,260,420,1093,1.0,2019-2020,I-4261,19590129-0004
I-4262,40,280,360,1091,3.0,2019-2020,I-4262,19640220-0029
I-4263,50,280,280,1055,3.0,2019-2020,I-4263,19680712-0028
I-4264,60,240,280,1223,1.0,2020-2021,I-4264,19630126-0001
I-4265,40,240,360,1214,3.0,2020-2021,I-4265,19680712-0028
I-4266,20,240,300,1270,2.0,2020-2021,I-4266,19620831-0024
I-4267,60,280,300,1025,2.0,2020-2021,I-4267,19570828-0008
I-4268,60,240,300,1206,4.0,2020-2021,I-4268,19560705-0025
I-4269,40,240,240,1160,3.0,2020-2021,I-4269,19570826-0012
I-4270,50,260,200,1109,2.0,2020-2021,I-4270,19640220-0029
I-4271,40,260,420,1024,4.0,2020-2021,I-4271,19610918-0027
I-4272,20,240,420,1016,1.0,2020-2021,I-4272,19601021-0018
I-4273,40,260,360,1110,1.0,2021-2022,I-4273,19610918-0027
I-4274,60,280,280,1262,2.0,2021-2022,I-4274,19570828-0008
I-4275,60,260,200,1098,4.0,2021-2022,I-4275,19650303-0019
I-4276,50,260,240,1065,2.0,2021-2022,I-4276,19580218-0007
I-4277,40,260,200,1183,1.0,2021-2022,I-4277,19600529-0021
I-4278,60,280,240,1119,3.0,2021-2022,I-4278,19560612-0010
I-4279,40,280,200,1118,3.0,2021-2022,I-4279,19690513-0015
I-4280,40,240,360,1115,4.0,2021-2022,I-4280,19680712-0028
I-4281,20,280,360,1114,2.0,2021-2022,I-4281,19600905-0003
I-4282,60,280,420,1005,4.0,2021-2022,I-4282,19560705-0025
I-4283,50,280,300,1133,4.0,2022-2023,I-4283,19690408-0009
I-4284,20,240,360,1269,3.0,2022-2023,I-4284,19560705-0025
I-4285,60,260,200,1201,3.0,2022-2023,I-4285,19610623-0005
I-4286,50,260,300,1299,4.0,2022-2023,I-4286,19560812-0016
I-4287,40,280,360,1268,2.0,2022-2023,I-4287,19560812-0016
I-4288,60,240,360,1258,1.0,2022-2023,I-4288,19660630-0020
I-4289,20,260,420,1123,1.0,2022-2023,I-4289,19610620-0006
I-4290,20,260,300,1287,1.0,2023-2024,I-4290,19601021-0018
I-4291,50,260,200,1201,1.0,2023-2024,I-4291,19620522-0023
I-4292,20,260,360,1299,1.0,2023-2024,I-4292,19610918-0027
I-4293,50,280,240,1082,2.0,2023-2024,I-4293,19620831-0024
I-4294,40,240,200,1213,4.0,2023-2024,I-4294,19690917-0022
I-4295,40,280,360,1169,3.0,2023-2024,I-4295,19690513-0015
I-4296,60,280,200,1070,2.0,2023-2024,I-4296,19640220-0029
I-4297,50,280,360,1041,3.0,2023-2024,I-4297,19690513-0015
I-4298,60,260,420,1037,3.0,2023-2024,I-4298,19561222-0030
I-4299,40,280,360,1215,2.0,2013-2014,I-4299,19570828-0008
I-4300,20,260,200,1276,3.0,2013-2014,I-4300,19610620-0006
I-4301,60,280,300,1141,2.0,2013-2014,I-4301,19620424-0026
I-4302,50,280,280,1248,4.0,2013-2014,I-4302,19601021-0018
I-4303,50,280,300,1204,1.0,2013-2014,I-4303,19560705-0025
I-4304,60,260,240,1186,4.0,2013-2014,I-4304,19650303-0019
I-4305,40,280,200,1085,2.0,2013-2014,I-4305,19600905-0003
I-4306,60,260,240,1083,4.0,2013-2014,I-4306,19560612-0010
I-4307,60,280,360,1109,1.0,2014-2015,I-4307,19640414-0013
I-4308,40,240,300,1197,3.0,2014-2015,I-4308,19620831-0024
I-4309,20,260,300,1168,2.0,2014-2015,I-4309,19560812-0016
I-4310,40,260,200,1127,4.0,2014-2015,I-4310,19690513-0015
I-4311,60,260,200,1289,3.0,2014-2015,I-4311,19680712-0028
I-4312,40,240,360,1229,3.0,2014-2015,I-4312,19560812-0016
I-4313,60,240,300,1173,2.0,2014-2015,I-4313,19690917-0022
I-4314,40,260,240,1031,3.0,2014-2015,I-4314,19640220-0029
I-4315,50,260,280,1157,2.0,2015-2016,I-4315,19600529-0021
I-4316,20,280,200,1206,1.0,2015-2016,I-4316,19570828-0008
I-4317,50,240,420,1037,3.0,2015-2016,I-4317,19561222-0030
I-4318,40,240,360,1165,1.0,2015-2016,I-4318,19580218-0007
I-4319,50,240,360,1161,3.0,2015-2016,I-4319,19561222-0030
I-4320,40,240,360,1130,1.0,2015-2016,I-4320,19580218-0007
I-4321,20,260,360,1077,2.0,2015-2016,I-4321,19610623-0005
I-4322,60,280,300,1061,1.0,2015-2016,I-4322,19570615-0011
I-4323,60,280,240,1066,3.0,2016-2017,I-4323,19570615-0011
I-4324,60,240,280,1050,3.0,2016-2017,I-4324,19570828-0008
I-4325,50,260,360,1189,1.0,2016-2017,I-4325,19601021-0018
I-4326,40,240,420,1133,4.0,2016-2017,I-4326,19690408-0009
I-4327,50,240,280,1023,4.0,2016-2017,I-4327,19680712-0028
I-4328,40,240,420,1256,2.0,2016-2017,I-4328,19580515-0017
I-4329,50,280,280,1158,3.0,2016-2017,I-4329,19560812-0016
I-4330,60,280,360,1045,1.0,2016-2017,I-4330,19600814-0002
I-4331,50,240,300,1025,1.0,2016-2017,I-4331,19690513-0015
I-4332,60,260,280,1145,1.0,2017-2018,I-4332,19600529-0021
I-4333,40,260,360,1035,4.0,2017-2018,I-4333,19620831-0024
I-4334,50,240,300,1226,2.0,2017-2018,I-4334,19640414-0013
I-4335,40,240,280,1137,3.0,2017-2018,I-4335,19640220-0029
I-4336,40,240,200,1063,4.0,2017-2018,I-4336,19561222-0030
I-4337,20,280,360,1013,2.0,2017-2018,I-4337,19690408-0009
I-4338,50,260,240,1295,3.0,2017-2018,I-4338,19560812-0016
I-4339,20,260,360,1232,2.0,2017-2018,I-4339,19660630-0020
I-4340,40,280,300,1216,4.0,2017-2018,I-4340,19610620-0006
I-4341,50,280,300,1118,1.0,2017-2018,I-4341,19590129-0004
I-4342,20,260,420,1104,4.0,2017-2018,I-4342,19620424-0026
I-4343,50,240,240,1042,2.0,2017-2018,I-4343,19600814-0002
I-4344,60,240,200,1297,3.0,2018-2019,I-4344,19601021-0018
I-4345,50,260,360,1119,4.0,2018-2019,I-4345,19640414-0013
I-4346,50,280,360,1073,3.0,2018-2019,I-4346,19600529-0021
I-4347,40,280,280,1285,4.0,2018-2019,I-4347,19570615-0011
I-4348,20,240,280,1268,2.0,2018-2019,I-4348,19600905-0003
I-4349,50,240,420,1263,3.0,2018-2019,I-4349,19611219-0014
I-4350,50,280,200,1254,1.0,2018-2019,I-4350,19570615-0011
I-4351,50,240,360,1038,4.0,2018-2019,I-4351,19590129-0004
I-4352,40,260,280,1010,4.0,2018-2019,I-4352,19580218-0007
I-4353,40,260,200,1289,3.0,2019-2020,I-4353,19690408-0009
I-4354,20,240,280,1089,4.0,2019-2020,I-4354,19560812-0016
I-4355,20,260,200,1124,1.0,2019-2020,I-4355,19640220-0029
I-4356,40,280,240,1100,2.0,2019-2020,I-4356,19610620-0006
I-4357,50,240,200,1068,2.0,2019-2020,I-4357,19590129-0004
I-4358,60,260,240,1296,3.0,2019-2020,I-4358,19640414-0013
I-4359,40,280,280,1216,1.0,2019-2020,I-4359,19600529-0021
I-4360,40,260,200,1215,1.0,2019-2020,I-4360,19600814-0002
I-4361,50,240,420,1211,1.0,2019-2020,I-4361,19640220-0029
I-4362,50,260,420,1137,3.0,2019-2020,I-4362,19560705-0025
I-4363,20,240,240,1094,4.0,2019-2020,I-4363,19640220-0029
I-4364,50,260,420,1267,3.0,2020-2021,I-4364,19570828-0008
I-4365,50,240,420,1107,1.0,2020-2021,I-4365,19610623-0005
I-4366,40,260,300,1277,1.0,2020-2021,I-4366,19610623-0005
I-4367,60,240,240,1273,2.0,2020-2021,I-4367,19560812-0016
I-4368,60,260,200,1104,4.0,2020-2021,I-4368,19650303-0019
I-4369,60,240,280,1008,4.0,2020-2021,I-4369,19600905-0003
I-4370,20,240,280,1278,2.0,2020-2021,I-4370,19640220-0029
I-4371,40,280,360,1268,1.0,2020-2021,I-4371,19560812-0016
I-4372,50,240,200,1134,1.0,2020-2021,I-4372,19640220-0029
I-4373,50,240,240,1084,1.0,2020-2021,I-4373,19580218-0007
I-4374,60,280,420,1074,3.0,2020-2021,I-4374,19600814-0002
I-4375,50,280,280,1043,4.0,2020-2021,I-4375,19610918-0027
I-4376,20,280,200,1258,4.0,2021-2022,I-4376,19600905-0003
I-4377,60,260,200,1204,4.0,2021-2022,I-4377,19640414-0013
I-4378,40,280,280,1160,1.0,2021-2022,I-4378,19640414-0013
I-4379,40,260,240,1090,3.0,2021-2022,I-4379,19600814-0002
I-4380,50,260,360,1284,4.0,2021-2022,I-4380,19560612-0010
I-4381,40,240,360,1269,4.0,2021-2022,I-4381,19600905-0003
I-4382,50,240,420,1168,3.0,2021-2022,I-4382,19610918-0027
I-4383,60,280,200,1153,4.0,2021-2022,I-4383,19640220-0029
I-4384,20,260,300,1143,4.0,2021-2022,I-4384,19620522-0023
I-4385,60,260,240,1072,4.0,2021-2022,I-4385,19690513-0015
I-4386,40,260,300,1057,2.0,2022-2023,I-4386,19690917-0022
I-4387,40,260,200,1176,2.0,2022-2023,I-4387,19561222-0030
I-4388,20,280,420,1109,1.0,2022-2023,I-4388,19560812-0016
I-4389,50,240,280,1076,1.0,2022-2023,I-4389,19560812-0016
I-4390,50,280,240,1242,1.0,2022-2023,I-4390,19580218-0007
I-4391,50,280,280,1210,2.0,2022-2023,I-4391,19610623-0005
I-4392,50,260,240,1160,1.0,2022-2023,I-4392,19690408-0009
I-4393,60,240,300,1108,1.0,2022-2023,I-4393,19570828-0008
I-4394,40,280,280,1083,4.0,2022-2023,I-4394,19640414-0013
I-4395,50,280,280,1107,3.0,2023-2024,I-4395,19570828-0008
I-4396,60,280,420,1168,3.0,2023-2024,I-4396,19570826-0012
I-4397,20,240,360,1154,1.0,2023-2024,I-4397,19611219-0014
I-4398,20,240,300,1125,2.0,2023-2024,I-4398,19570826-0012
I-4399,60,280,300,1104,1.0,2023-2024,I-4399,19620522-0023
I-4400,40,260,360,1299,3.0,2023-2024,I-4400,19610918-0027
I-4401,50,240,360,1297,1.0,2023-2024,I-4401,19660630-0020
I-4402,50,240,420,1294,1.0,2023-2024,I-4402,19610918-0027
I-4403,50,280,360,1127,3.0,2023-2024,I-4403,19640414-0013
I-4404,40,240,200,1120,1.0,2023-2024,I-4404,19580515-0017
I-4405,20,240,280,1134,2.0,2013-2014,I-4405,19570615-0011
I-4406,60,240,240,1114,3.0,2013-2014,I-4406,19630126-0001
I-4407,20,240,420,1279,2.0,2013-2014,I-4407,19600905-0003
I-4408,60,240,420,1190,4.0,2013-2014,I-4408,19590129-0004
I-4409,60,240,280,1116,2.0,2013-2014,I-4409,19570828-0008
I-4410,50,280,200,1269,3.0,2013-2014,I-4410,19560612-0010
I-4411,40,240,420,1206,4.0,2013-2014,I-4411,19640220-0029
I-4412,40,260,300,1154,1.0,2013-2014,I-4412,19650303-0019
I-4413,20,260,420,1041,3.0,2013-2014,I-4413,19560612-0010
I-4414,20,260,420,1201,2.0,2014-2015,I-4414,19610620-0006
I-4415,20,260,420,1023,1.0,2014-2015,I-4415,19650303-0019
I-4416,60,240,300,1280,3.0,2014-2015,I-4416,19570828-0008
I-4417,40,280,200,1230,2.0,2014-2015,I-4417,19570828-0008
I-4418,40,280,300,1208,3.0,2014-2015,I-4418,19660630-0020
I-4419,20,280,360,1153,1.0,2014-2015,I-4419,19600529-0021
I-4420,60,260,200,1274,1.0,2014-2015,I-4420,19580515-0017
I-4421,20,280,240,1238,4.0,2014-2015,I-4421,19601021-0018
I-4422,60,240,240,1193,2.0,2014-2015,I-4422,19570615-0011
I-4423,40,260,240,1165,1.0,2014-2015,I-4423,19680712-0028
I-4424,20,260,240,1065,2.0,2014-2015,I-4424,19640220-0029
I-4425,20,280,360,1112,3.0,2015-2016,I-4425,19570828-0008
I-4426,60,280,200,1238,2.0,2015-2016,I-4426,19561222-0030
I-4427,60,260,420,1188,4.0,2015-2016,I-4427,19680712-0028
I-4428,20,240,200,1135,1.0,2015-2016,I-4428,19611219-0014
I-4429,50,240,420,1058,4.0,2015-2016,I-4429,19630126-0001
I-4430,40,280,240,1198,1.0,2015-2016,I-4430,19640220-0029
I-4431,20,240,300,1158,4.0,2015-2016,I-4431,19600814-0002
I-4432,60,280,360,1100,2.0,2015-2016,I-4432,19600814-0002
I-4433,40,260,280,1081,4.0,2015-2016,I-4433,19600529-0021
I-4434,60,280,420,1078,2.0,2015-2016,I-4434,19590129-0004
I-4435,50,240,420,1267,3.0,2016-2017,I-4435,19650303-0019
I-4436,40,260,200,1064,4.0,2016-2017,I-4436,19640220-0029
I-4437,20,260,200,1291,3.0,2016-2017,I-4437,19650303-0019
I-4438,40,240,300,1277,1.0,2016-2017,I-4438,19611219-0014
I-4439,40,240,300,1212,4.0,2016-2017,I-4439,19610918-0027
I-4440,40,280,240,1123,4.0,2016-2017,I-4440,19640414-0013
I-4441,20,280,280,1220,2.0,2016-2017,I-4441,19600814-0002
I-4442,40,280,300,1165,4.0,2016-2017,I-4442,19560612-0010
I-4443,40,240,300,1077,2.0,2016-2017,I-4443,19560612-0010
I-4444,20,240,240,1056,1.0,2016-2017,I-4444,19610620-0006
I-4445,60,240,280,1282,4.0,2017-2018,I-4445,19560812-0016
I-4446,50,260,200,1089,3.0,2017-2018,I-4446,19630126-0001
I-4447,20,280,240,1297,4.0,2017-2018,I-4447,19690513-0015
I-4448,60,280,300,1248,1.0,2017-2018,I-4448,19630126-0001
I-4449,60,260,360,1227,1.0,2017-2018,I-4449,19620424-0026
I-4450,50,260,280,1037,2.0,2017-2018,I-4450,19610918-0027
I-4451,20,240,300,1296,2.0,2017-2018,I-4451,19580218-0007
I-4452,40,240,300,1266,1.0,2017-2018,I-4452,19680712-0028
I-4453,40,240,200,1201,3.0,2017-2018,I-4453,19580515-0017
I-4454,40,260,240,1011,1.0,2017-2018,I-4454,19640414-0013
I-4455,20,240,240,1178,2.0,2018-2019,I-4455,19690513-0015
I-4456,20,260,280,1033,2.0,2018-2019,I-4456,19600814-0002
I-4457,50,260,360,1258,3.0,2018-2019,I-4457,19601021-0018
I-4458,20,260,360,1096,1.0,2018-2019,I-4458,19650303-0019
I-4459,40,260,280,1065,3.0,2018-2019,I-4459,19620522-0023
I-4460,60,240,280,1263,1.0,2018-2019,I-4460,19600814-0002
I-4461,60,280,240,1211,1.0,2018-2019,I-4461,19620522-0023
I-4462,40,280,360,1184,4.0,2018-2019,I-4462,19620424-0026
I-4463,40,280,420,1173,1.0,2018-2019,I-4463,19640220-0029
I-4464,20,260,420,1027,1.0,2018-2019,I-4464,19610918-0027
I-4465,20,240,200,1012,4.0,2018-2019,I-4465,19570615-0011
I-4466,50,280,300,1080,2.0,2019-2020,I-4466,19630126-0001
I-4467,60,240,360,1032,1.0,2019-2020,I-4467,19560612-0010
I-4468,40,240,360,1282,4.0,2019-2020,I-4468,19611219-0014
I-4469,40,240,280,1124,3.0,2019-2020,I-4469,19650303-0019
I-4470,40,280,420,1083,2.0,2019-2020,I-4470,19580218-0007
I-4471,60,240,360,1026,3.0,2019-2020,I-4471,19650303-0019
I-4472,40,240,420,1297,3.0,2019-2020,I-4472,19560705-0025
I-4473,60,260,360,1152,3.0,2019-2020,I-4473,19560812-0016
I-4474,40,260,280,1028,4.0,2019-2020,I-4474,19660630-0020
I-4475,40,280,240,1006,4.0,2019-2020,I-4475,19620522-0023
I-4476,50,240,360,1046,4.0,2020-2021,I-4476,19600814-0002
I-4477,40,280,200,1271,4.0,2020-2021,I-4477,19660630-0020
I-4478,40,260,420,1201,3.0,2020-2021,I-4478,19560705-0025
I-4479,50,240,240,1258,3.0,2020-2021,I-4479,19630126-0001
I-4480,60,280,300,1259,1.0,2020-2021,I-4480,19640220-0029
I-4481,60,280,360,1241,3.0,2020-2021,I-4481,19620522-0023
I-4482,50,240,420,1038,3.0,2020-2021,I-4482,19680712-0028
I-4483,40,280,240,1022,1.0,2020-2021,I-4483,19610918-0027
I-4484,50,240,280,1043,4.0,2021-2022,I-4484,19560705-0025
I-4485,60,260,360,1264,3.0,2021-2022,I-4485,19640220-0029
I-4486,50,240,300,1041,4.0,2021-2022,I-4486,19640220-0029
I-4487,60,260,420,1037,4.0,2021-2022,I-4487,19560612-0010
I-4488,60,280,300,1270,1.0,2021-2022,I-4488,19610620-0006
I-4489,60,280,200,1254,1.0,2021-2022,I-4489,19620424-0026
I-4490,50,260,420,1232,1.0,2021-2022,I-4490,19590129-0004
I-4491,40,260,300,1032,1.0,2021-2022,I-4491,19601021-0018
I-4492,60,260,280,1177,1.0,2022-2023,I-4492,19680712-0028
I-4493,50,260,200,1262,2.0,2022-2023,I-4493,19570615-0011
I-4494,40,280,300,1242,2.0,2022-2023,I-4494,19640220-0029
I-4495,20,240,280,1104,4.0,2022-2023,I-4495,19570828-0008
I-4496,40,260,200,1263,3.0,2022-2023,I-4496,19600905-0003
I-4497,40,260,300,1226,2.0,2022-2023,I-4497,19570826-0012
